,label,text
6008,0,Obama has chosen to deny the vicious anti-Semitic motivation of the attack on a kosher Jewish grocery in Paris.
6010,0,"Gas prices have never been higher, and Exxon Mobil's profits have never been higher."
6011,1,Were now the No. 1 producer of oil in the world. Weve surpassed Saudi Arabia.
6013,1,"If Rhode Island applied a 1-percent sales tax on all items exempt from sales tax, ''the state would receive an additional $89,376,857.''"
6014,0,Did not vote for tax increases as a member of the West Miami City Commission.
6015,0,Were going to be looking at $8 billion a day that were going to be pouring into foreign countries in order to import that make-up fuel that were going to need to take the place of what we could have gotten out of the gulf.
6016,0,Birth control pioneer Margaret Sanger believed that people like me should be eliminated.
6019,0,"One of the first states in the union to pass a voter ID bill was Rhode Island, 85 percent Democratic legislature."
6020,0,"In the past 27 months, President Barack Obama has created more private-sector jobs than in the Reagan recovery."
6021,1,States with the highest gun ownership rates also have the highest suicide rates.
6022,1,I don't do earmarks. I've never done one. I'm not going to do one.
6023,1,"Likens Obamas predicament to 1982, saying, when Reagan just started out, (unemployment was at) exactly the same point. He was two years into his term. The unemployment was well over 10 percent, and it did come out of it."
6025,1,The governor having a meeting ... isnt covered by the open meetings act.
6026,0,Says he won the popular vote if you deduct the millions of people who voted illegally.
6028,0,"E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China."
6029,1,Says 94 percent of (Marco Rubios) constituents support a universal background check.
6030,1,"Says Tommy Thompsons tax plan amounts to an average tax cut of almost $87,000 for the top 1 percent."
6032,1,Nobody has ever escaped from one of our federal 'supermax' prisons.
6034,0,"The bill reported out of committee sets up a $50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit."
6035,1,"Barack Obama and the Democrats have ""proposed a tax for not having health insurance."""
6037,1,We in this state saw more job creation in the last three years since Ive been governor than you saw in the whole eight years of Doyles time as governor.
6038,1,One-third of all bank tellers (are) on public assistance.
6042,1,Animal abuse is often an indicative trait of future acts of violence against humans.
6043,0,"Says that all those who do not answer directly to the president, theyve said (repealing Dont Ask, Dont Tell) is a terrible idea."
6044,1,There has not been a Democratic woman in Congress from New Jersey in almost four decades.
6045,1,The Obama administration increased the deportation of illegal immigrants convicted of crimes by 70 percent.
6046,1,"Six of the 10 richest counties in the United States surround Washington, D.C."
6048,1,"About halfway through fiscal year 2009, Washington has run out of money."
6049,0,Says shes tried over 100 jury cases in Travis County courts.
6050,1,Kelly Ayotte voted to give big oil more than $20 billion in tax breaks.
6051,1,The average age of members of the House of Representatives is 57 years old.
6052,0,Says Panasonic stayed in New Jersey because of the Business Retention and Relocation Assistance Grant (BRRAG) program.
6054,1,"Most federal employees do not have collective bargaining for benefits, nor for pay."
6055,1,African-Americans dont use drugs at a higher level than whites but wind up going to prison six times more.
6056,1,On offshore oil drilling.
6057,0,"When Obama went to Pakistan in 1981, he could not have been traveling as a U.S. citizen."
6059,1,The interest on the debt now is going to approach in the next couple of years ... what we spend in the national defense budget.
6060,1,Says President Barack Obamas proposed budget includes two new tax increases that would collect about $14 billion.
6062,1,Says U.S. Senate rival Tammy Baldwin wants a completely government-controlled health care system that goes far beyond Obamacare and is a Medicare system for all.
6063,0,"You have to be a citizen to vote, but with same-day voter registration, you have places where people just walk in and vote."
6064,1,Rhode Island continues to have the highest rates of substance abuse in the country.
6068,0,Obama has jumped the shark and ordered the ocean closed!
6069,0,An image in a ChrisAbele TV ad depicts wealthy citizens who would benefit from a lake created by the controversial Estabrook Dam.
6072,1,Only nine coalition nations with the U.S. are truly actively involved in fighting the Islamic State.
6073,0,"Says Hillary Clinton presided over $6 billion lost at the State Department, sold uranium to the Russians through (her) faux charity, illegally deleted public records, and murdered an ambassador."
6074,0,"Studies show that if we opened one reserve in Alaska now, in five years, gas prices could be at $2 a gallon."
6075,1,Oil companies can obtain an acre of public land for less than the price of a Big Mac.
6076,1,"When he was asked a few years ago whether he could see himself lifting the cap on the payroll tax, (McCain) said, 'I could.' But today he's attacking me for holding the very same position."
6077,0,"Says that while his plan would narrow the time for early voting, it still will be one of the most aggressive early voting time frames in America."
6080,0,Says Barack Obama has added $16 trillion to the national debt.
6081,1,"Instead of fighting ISIS, (the Saudis) have focused more on a campaign to oust Iran-backed Houthi rebels in Yemen."
6082,0,Hillary Clinton is for open borders.
6083,0,"Says the California flag was supposed to be apear, not a bear."
6084,0,Texas Governor Rick Perrys voter ID law is a blatant effort to defeat Wendy Davis by disenfranchising tens of thousands of women voters.
6089,0,On the president unilaterally authorizing a military attack that does not involve stopping an actual or imminent threat to the nation.
6090,0,"In some of the states in the U.S., homosexuality remains a felony."
6091,1,"Theres at least 7,500 addicted gamblers in Rhode Island, at least, it could be as high as 22,000."
6093,1,"Says female genital mutilation is a central African problem, not an Islamic problem, as Bill Maher suggested."
6094,1,"Because of the new health care law, Americans no longer will see their coverage dropped or capped when illness strikes."
